PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeMissing,Ticket_clean,TicketPrefix,FareMissing,CabinKnown,CabinDeck,FamilySize,IsAlone,LogFare,FarePerPerson,TicketGroupSize,TicketGroupFarePerPerson,AgeBand,FareBand,Sex_Pclass,Sex_AgeBand,Embarked_Pclass,Pclass_FareBand,Survived
111,1,male,47.0,0,0,52.0,S,0,110465,NONE,0,1,C,1,1,3.970291913552122,52.0,2,26.0,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",0
112,3,female,14.5,1,0,14.4542,C,0,2665,NONE,0,0,Unknown,2,0,2.737880811060884,7.2271,2,7.2271,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",0
113,3,male,22.0,0,0,8.05,S,0,324669,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
114,3,female,20.0,1,0,9.825,S,0,4136,NONE,0,0,Unknown,2,0,2.381858273888553,4.9125,1,9.825,"(0.419, 20.0]","(7.854, 10.5]",female_3,"female_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
115,3,female,17.0,0,0,14.4583,C,0,2627,NONE,0,0,Unknown,1,1,2.738146075922933,14.4583,2,7.22915,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",0
116,3,male,21.0,0,0,7.925,S,0,STON O 2 3101294,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
117,3,male,70.5,0,0,7.75,Q,0,370369,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",Q_3,"3_(-0.001, 7.854]",0
118,2,male,29.0,1,0,21.0,S,0,11668,NONE,0,0,Unknown,2,0,3.091042453358316,10.5,2,10.5,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",0
119,1,male,24.0,0,1,247.5208,C,0,PC 17558,PC,0,1,B,2,0,5.515526544247129,123.7604,2,123.7604,"(20.0, 25.0]","(39.688, 512.329]",male_1,"male_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",0
120,3,female,2.0,4,2,31.275,S,0,347082,NONE,0,0,Unknown,7,0,3.4742929367327062,4.467857142857143,7,4.467857142857143,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
121,2,male,21.0,2,0,73.5,S,0,S O C 14879,S,0,0,Unknown,3,0,4.310799125385514,24.5,5,14.7,"(20.0, 25.0]","(39.688, 512.329]",male_2,"male_(20.0, 25.0]",S_2,"2_(39.688, 512.329]",0
122,3,male,25.0,0,0,8.05,S,1,A4 54510,OTHER,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
123,2,male,32.5,1,0,30.0708,C,0,237736,NONE,0,0,Unknown,2,0,3.436268471383741,15.0354,2,15.0354,"(30.0, 40.0]","(21.679, 39.688]",male_2,"male_(30.0, 40.0]",C_2,"2_(21.679, 39.688]",0
124,2,female,32.5,0,0,13.0,S,0,27267,NONE,0,1,E,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
125,1,male,54.0,0,1,77.2875,S,0,35281,NONE,0,1,D,2,0,4.360387947851531,38.64375,2,38.64375,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",0
126,3,male,12.0,1,0,11.2417,C,0,2651,NONE,0,0,Unknown,2,0,2.5048481563289,5.62085,2,5.62085,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",1
127,3,male,25.0,0,0,7.75,Q,1,370372,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
128,3,male,24.0,0,0,7.1417,S,0,C 17369,C,0,0,Unknown,1,1,2.0969990034181696,7.1417,1,7.1417,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
129,3,female,21.5,1,1,22.3583,C,1,2668,NONE,0,1,F,3,0,3.1509523813392697,7.452766666666666,2,11.17915,"(20.0, 25.0]","(21.679, 39.688]",female_3,"female_(20.0, 25.0]",C_3,"3_(21.679, 39.688]",1
130,3,male,45.0,0,0,6.975,S,0,347061,NONE,0,0,Unknown,1,1,2.076311648670908,6.975,1,6.975,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",S_3,"3_(-0.001, 7.854]",0
131,3,male,33.0,0,0,7.8958,C,0,349241,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",C_3,"3_(7.854, 10.5]",0
132,3,male,20.0,0,0,7.05,S,0,SOTON O Q 3101307,SOTON,0,0,Unknown,1,1,2.0856720914304723,7.05,1,7.05,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",0
133,3,female,47.0,1,0,14.5,S,0,A 5 3337,A,0,0,Unknown,2,0,2.740840023925201,7.25,1,14.5,"(40.0, 80.0]","(10.5, 21.679]",female_3,"female_(40.0, 80.0]",S_3,"3_(10.5, 21.679]",0
134,2,female,29.0,1,0,26.0,S,0,228414,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,1,26.0,"(25.0, 30.0]","(21.679, 39.688]",female_2,"female_(25.0, 30.0]",S_2,"2_(21.679, 39.688]",1
135,2,male,25.0,0,0,13.0,S,0,C A 29178,C,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(20.0, 25.0]","(10.5, 21.679]",male_2,"male_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",0
136,2,male,23.0,0,0,15.0458,C,0,SC PARIS 2133,SC,0,0,Unknown,1,1,2.775447133088262,15.0458,1,15.0458,"(20.0, 25.0]","(10.5, 21.679]",male_2,"male_(20.0, 25.0]",C_2,"2_(10.5, 21.679]",0
137,1,female,19.0,0,2,26.2833,S,0,11752,NONE,0,1,D,3,0,3.3062747934011893,8.7611,1,26.2833,"(0.419, 20.0]","(21.679, 39.688]",female_1,"female_(0.419, 20.0]",S_1,"1_(21.679, 39.688]",1
138,1,male,37.0,1,0,53.1,S,0,113803,NONE,0,1,C,2,0,3.990834185852436,26.55,2,26.55,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",0
139,3,male,16.0,0,0,9.2167,S,0,7534,NONE,0,0,Unknown,1,1,2.3240236363515288,9.2167,2,4.60835,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
140,1,male,24.0,0,0,79.2,C,0,PC 17593,PC,0,1,B,1,1,4.384523514872469,79.2,2,39.6,"(20.0, 25.0]","(39.688, 512.329]",male_1,"male_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",0
141,3,female,21.5,0,2,15.2458,C,1,2678,NONE,0,0,Unknown,3,0,2.787834413830345,5.081933333333333,2,7.6229,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",C_3,"3_(10.5, 21.679]",0
142,3,female,22.0,0,0,7.75,S,0,347081,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
143,3,female,24.0,1,0,15.85,S,0,STON O2 3101279,STON,0,0,Unknown,2,0,2.8243506567983707,7.925,2,7.925,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",1
144,3,male,19.0,0,0,6.75,Q,0,365222,NONE,0,0,Unknown,1,1,2.0476928433652555,6.75,1,6.75,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",Q_3,"3_(-0.001, 7.854]",0
145,2,male,18.0,0,0,11.5,S,0,231945,NONE,0,0,Unknown,1,1,2.525728644308256,11.5,1,11.5,"(0.419, 20.0]","(10.5, 21.679]",male_2,"male_(0.419, 20.0]",S_2,"2_(10.5, 21.679]",0
146,2,male,19.0,1,1,36.75,S,0,C A 33112,C,0,0,Unknown,3,0,3.6309854756950335,12.25,2,18.375,"(0.419, 20.0]","(21.679, 39.688]",male_2,"male_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",0
147,3,male,27.0,0,0,7.7958,S,0,350043,NONE,0,0,Unknown,1,1,2.174274334826008,7.7958,1,7.7958,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",S_3,"3_(-0.001, 7.854]",1
148,3,female,9.0,2,2,34.375,S,0,W C 6608,W,0,0,Unknown,5,0,3.566005355963401,6.875,4,8.59375,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
149,2,male,36.5,0,2,26.0,S,0,230080,NONE,0,1,F,3,0,3.295836866004329,8.666666666666666,3,8.666666666666666,"(30.0, 40.0]","(21.679, 39.688]",male_2,"male_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",0
150,2,male,42.0,0,0,13.0,S,0,244310,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",0
151,2,male,51.0,0,0,12.525,S,0,S O P 1166,S,0,0,Unknown,1,1,2.6045398247325453,12.525,1,12.525,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",0
152,1,female,22.0,1,0,66.6,S,0,113776,NONE,0,1,C,2,0,4.213607983048918,33.3,2,33.3,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",S_1,"1_(39.688, 512.329]",1
153,3,male,55.5,0,0,8.05,S,0,A 5 11206,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",0
154,3,male,40.5,0,2,14.5,S,0,A 5 851,A,0,0,Unknown,3,0,2.740840023925201,4.833333333333333,1,14.5,"(40.0, 80.0]","(10.5, 21.679]",male_3,"male_(40.0, 80.0]",S_3,"3_(10.5, 21.679]",0
155,3,male,25.0,0,0,7.3125,S,1,Fa 265302,OTHER,0,0,Unknown,1,1,2.117760405981973,7.3125,1,7.3125,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
156,1,male,51.0,0,1,61.3792,C,0,PC 17597,PC,0,0,Unknown,2,0,4.133231886474144,30.6896,1,61.3792,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",0
157,3,female,16.0,0,0,7.7333,Q,0,35851,NONE,0,0,Unknown,1,1,2.167143305297764,7.7333,1,7.7333,"(0.419, 20.0]","(-0.001, 7.854]",female_3,"female_(0.419, 20.0]",Q_3,"3_(-0.001, 7.854]",1
158,3,male,30.0,0,0,8.05,S,0,SOTON OQ 392090,SOTON,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
159,3,male,25.0,0,0,8.6625,S,1,315037,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
160,3,male,25.0,8,2,69.55,S,1,CA 2343,CA,0,0,Unknown,11,0,4.256321678298823,6.322727272727272,7,9.935714285714283,"(20.0, 25.0]","(39.688, 512.329]",male_3,"male_(20.0, 25.0]",S_3,"3_(39.688, 512.329]",0
161,3,male,44.0,0,1,16.1,S,0,371362,NONE,0,0,Unknown,2,0,2.8390784635086144,8.05,1,16.1,"(40.0, 80.0]","(10.5, 21.679]",male_3,"male_(40.0, 80.0]",S_3,"3_(10.5, 21.679]",0
162,2,female,40.0,0,0,15.75,S,0,C A 33595,C,0,0,Unknown,1,1,2.818398258271076,15.75,1,15.75,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
163,3,male,26.0,0,0,7.775,S,0,347068,NONE,0,0,Unknown,1,1,2.1719067693519296,7.775,1,7.775,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",S_3,"3_(-0.001, 7.854]",0
164,3,male,17.0,0,0,8.6625,S,0,315093,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
165,3,male,1.0,4,1,39.6875,S,0,3101295,NONE,0,0,Unknown,6,0,3.705920919968788,6.614583333333333,6,6.614583333333333,"(0.419, 20.0]","(21.679, 39.688]",male_3,"male_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
166,3,male,9.0,0,2,20.525,S,0,363291,NONE,0,0,Unknown,3,0,3.0692150503137943,6.841666666666666,3,6.841666666666666,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",1
167,1,female,35.0,0,1,55.0,S,1,113505,NONE,0,1,E,2,0,4.02535169073515,27.5,2,27.5,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
168,3,female,45.0,1,4,27.9,S,0,347088,NONE,0,0,Unknown,6,0,3.3638415951183864,4.65,6,4.65,"(40.0, 80.0]","(21.679, 39.688]",female_3,"female_(40.0, 80.0]",S_3,"3_(21.679, 39.688]",0
169,1,male,40.0,0,0,25.925,S,1,PC 17318,PC,0,0,Unknown,1,1,3.2930552230424524,25.925,1,25.925,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",0
170,3,male,28.0,0,0,56.4958,S,0,1601,NONE,0,0,Unknown,1,1,4.05171190165724,56.4958,7,8.070828571428573,"(25.0, 30.0]","(39.688, 512.329]",male_3,"male_(25.0, 30.0]",S_3,"3_(39.688, 512.329]",0
171,1,male,61.0,0,0,33.5,S,0,111240,NONE,0,1,B,1,1,3.5409593240373143,33.5,1,33.5,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
172,3,male,4.0,4,1,29.125,Q,0,382652,NONE,0,0,Unknown,6,0,3.405355391810819,4.854166666666667,5,5.825,"(0.419, 20.0]","(21.679, 39.688]",male_3,"male_(0.419, 20.0]",Q_3,"3_(21.679, 39.688]",0
173,3,female,1.0,1,1,11.1333,S,0,347742,NONE,0,0,Unknown,3,0,2.495953738718064,3.7111,3,3.7111,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",1
174,3,male,21.0,0,0,7.925,S,0,STON O 2 3101280,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
175,1,male,56.0,0,0,30.6958,C,0,17764,NONE,0,1,A,1,1,3.4561841799918147,30.6958,1,30.6958,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",C_1,"1_(21.679, 39.688]",0
176,3,male,18.0,1,1,7.8542,S,0,350404,NONE,0,0,Unknown,3,0,2.180891922715322,2.6180666666666665,1,7.8542,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",0
177,3,male,25.0,3,1,25.4667,S,1,4133,NONE,0,0,Unknown,5,0,3.275887339030031,5.09334,4,6.366675,"(20.0, 25.0]","(21.679, 39.688]",male_3,"male_(20.0, 25.0]",S_3,"3_(21.679, 39.688]",0
178,1,female,50.0,0,0,28.7125,C,0,PC 17595,PC,0,1,C,1,1,3.391567832686312,28.7125,1,28.7125,"(40.0, 80.0]","(21.679, 39.688]",female_1,"female_(40.0, 80.0]",C_1,"1_(21.679, 39.688]",0
179,2,male,30.0,0,0,13.0,S,0,250653,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",0
180,3,male,36.0,0,0,0.0,S,0,LINE,OTHER,0,0,Unknown,1,1,0.0,0.0,4,0.0,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",0
181,3,female,21.5,8,2,69.55,S,1,CA 2343,CA,0,0,Unknown,11,0,4.256321678298823,6.322727272727272,7,9.935714285714283,"(20.0, 25.0]","(39.688, 512.329]",female_3,"female_(20.0, 25.0]",S_3,"3_(39.688, 512.329]",0
182,2,male,30.0,0,0,15.05,C,1,SC PARIS 2131,SC,0,0,Unknown,1,1,2.775708849576025,15.05,1,15.05,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",C_2,"2_(10.5, 21.679]",0
183,3,male,9.0,4,2,31.3875,S,0,347077,NONE,0,0,Unknown,7,0,3.4777725458882283,4.483928571428572,4,7.846875,"(0.419, 20.0]","(21.679, 39.688]",male_3,"male_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
184,2,male,1.0,2,1,39.0,S,0,230136,NONE,0,1,F,4,0,3.688879454113936,9.75,2,19.5,"(0.419, 20.0]","(21.679, 39.688]",male_2,"male_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
185,3,female,4.0,0,2,22.025,S,0,315153,NONE,0,0,Unknown,3,0,3.1365805821413706,7.341666666666666,1,22.025,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",1
186,1,male,40.0,0,0,50.0,S,1,113767,NONE,0,1,A,1,1,3.9318256327243257,50.0,1,50.0,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",0
187,3,female,21.5,1,0,15.5,Q,1,370365,NONE,0,0,Unknown,2,0,2.803360380906535,7.75,2,7.75,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",Q_3,"3_(10.5, 21.679]",1
188,1,male,45.0,0,0,26.55,S,0,111428,NONE,0,0,Unknown,1,1,3.316002535598924,26.55,1,26.55,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",1
189,3,male,40.0,1,1,15.5,Q,0,364849,NONE,0,0,Unknown,3,0,2.803360380906535,5.166666666666667,2,7.75,"(30.0, 40.0]","(10.5, 21.679]",male_3,"male_(30.0, 40.0]",Q_3,"3_(10.5, 21.679]",0
190,3,male,36.0,0,0,7.8958,S,0,349247,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
191,2,female,32.0,0,0,13.0,S,0,234604,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
192,2,male,19.0,0,0,13.0,S,0,28424,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(0.419, 20.0]","(10.5, 21.679]",male_2,"male_(0.419, 20.0]",S_2,"2_(10.5, 21.679]",0
193,3,female,19.0,1,0,7.8542,S,0,350046,NONE,0,0,Unknown,2,0,2.180891922715322,3.9271,1,7.8542,"(0.419, 20.0]","(-0.001, 7.854]",female_3,"female_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",1
194,2,male,3.0,1,1,26.0,S,0,230080,NONE,0,1,F,3,0,3.295836866004329,8.666666666666666,3,8.666666666666666,"(0.419, 20.0]","(21.679, 39.688]",male_2,"male_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
195,1,female,44.0,0,0,27.7208,C,0,PC 17610,PC,0,1,B,1,1,3.357621598945279,27.7208,1,27.7208,"(40.0, 80.0]","(21.679, 39.688]",female_1,"female_(40.0, 80.0]",C_1,"1_(21.679, 39.688]",1
196,1,female,58.0,0,0,146.5208,C,0,PC 17569,PC,0,1,B,1,1,4.993969182787072,146.5208,2,73.2604,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
197,3,male,25.0,0,0,7.75,Q,1,368703,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
198,3,male,42.0,0,1,8.4042,S,0,4579,NONE,0,0,Unknown,2,0,2.2411563979973974,4.2021,1,8.4042,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",0
199,3,female,21.5,0,0,7.75,Q,1,370370,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",1
200,2,female,24.0,0,0,13.0,S,0,248747,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(20.0, 25.0]","(10.5, 21.679]",female_2,"female_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",0
201,3,male,28.0,0,0,9.5,S,0,345770,NONE,0,0,Unknown,1,1,2.3513752571634776,9.5,1,9.5,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
202,3,male,25.0,8,2,69.55,S,1,CA 2343,CA,0,0,Unknown,11,0,4.256321678298823,6.322727272727272,7,9.935714285714283,"(20.0, 25.0]","(39.688, 512.329]",male_3,"male_(20.0, 25.0]",S_3,"3_(39.688, 512.329]",0
203,3,male,34.0,0,0,6.4958,S,0,3101264,NONE,0,0,Unknown,1,1,2.014342863683701,6.4958,1,6.4958,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",0
204,3,male,45.5,0,0,7.225,C,0,2628,NONE,0,0,Unknown,1,1,2.107178296651436,7.225,1,7.225,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",C_3,"3_(-0.001, 7.854]",0
205,3,male,18.0,0,0,8.05,S,0,A 5 3540,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",1
206,3,female,2.0,0,1,10.4625,S,0,347054,NONE,0,1,G,2,0,2.4390808375825834,5.23125,2,5.23125,"(0.419, 20.0]","(7.854, 10.5]",female_3,"female_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
207,3,male,32.0,1,0,15.85,S,0,3101278,NONE,0,0,Unknown,2,0,2.8243506567983707,7.925,2,7.925,"(30.0, 40.0]","(10.5, 21.679]",male_3,"male_(30.0, 40.0]",S_3,"3_(10.5, 21.679]",0
208,3,male,26.0,0,0,18.7875,C,0,2699,NONE,0,0,Unknown,1,1,2.9850504252071306,18.7875,2,9.39375,"(25.0, 30.0]","(10.5, 21.679]",male_3,"male_(25.0, 30.0]",C_3,"3_(10.5, 21.679]",1
209,3,female,16.0,0,0,7.75,Q,0,367231,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(0.419, 20.0]","(-0.001, 7.854]",female_3,"female_(0.419, 20.0]",Q_3,"3_(-0.001, 7.854]",1
210,1,male,40.0,0,0,31.0,C,0,112277,NONE,0,1,A,1,1,3.4657359027997265,31.0,1,31.0,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",C_1,"1_(21.679, 39.688]",1
211,3,male,24.0,0,0,7.05,S,0,SOTON O Q 3101311,SOTON,0,0,Unknown,1,1,2.0856720914304723,7.05,1,7.05,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
212,2,female,35.0,0,0,21.0,S,0,F C C 13528,OTHER,0,0,Unknown,1,1,3.091042453358316,21.0,1,21.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
213,3,male,22.0,0,0,7.25,S,0,A 5 21174,A,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
214,2,male,30.0,0,0,13.0,S,0,250646,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",0
215,3,male,25.0,1,0,7.75,Q,1,367229,NONE,0,0,Unknown,2,0,2.169053700369523,3.875,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
216,1,female,31.0,1,0,113.275,C,0,35273,NONE,0,1,D,2,0,4.738607824217808,56.6375,3,37.75833333333333,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
217,3,female,27.0,0,0,7.925,S,0,STON O2 3101283,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(25.0, 30.0]","(7.854, 10.5]",female_3,"female_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",1
218,2,male,42.0,1,0,27.0,S,0,243847,NONE,0,0,Unknown,2,0,3.332204510175204,13.5,2,13.5,"(40.0, 80.0]","(21.679, 39.688]",male_2,"male_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",0
219,1,female,32.0,0,0,76.2917,C,0,11813,NONE,0,1,D,1,1,4.347586575960343,76.2917,1,76.2917,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
220,2,male,30.0,0,0,10.5,S,0,W C 14208,W,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(25.0, 30.0]","(7.854, 10.5]",male_2,"male_(25.0, 30.0]",S_2,"2_(7.854, 10.5]",0
221,3,male,16.0,0,0,8.05,S,0,SOTON OQ 392089,SOTON,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",1
